time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
7.88E-01,0.255,0.023,0.011,7.41E-02,1.39E-03,3.67E-03,0.005,0.007,0.016,0.152,8.16E-04,1.23E-02,1.58E-03,0.028,0.006,0.002,2.73E-03,9.54E-04,0.017,0.017,9.65E-05,0.004,0.011,0.017,2.93E-03,0.011,4.44E-04,1.62E-03,0.005,0.019,8.94E-05,0.004,3.93E-04,2.17E-03,0.035,0.004,0.076,0.253,5.07E-03,1.47E-04,4.43E-03,0.095,1.03E-02,7.44E-04,0.019,0.017,0.137,0.011,5.24E-04,0.029,0.045,0.006,0.031,0.034,0.018,0.007,0.13,5.18E-04,0.009,0.006
7.89E-01,0.258,0.023,0.011,6.92E-02,1.41E-03,4.07E-03,0.005,0.007,0.016,0.151,7.76E-04,1.25E-02,1.54E-03,0.028,0.006,0.002,2.61E-03,9.86E-04,0.017,0.017,7.94E-05,0.005,0.011,0.017,2.88E-03,0.011,4.87E-04,1.64E-03,0.005,0.019,8.89E-05,0.004,3.69E-04,2.18E-03,0.035,0.004,0.076,0.255,5.32E-03,1.51E-04,4.45E-03,0.095,1.05E-02,7.38E-04,0.019,0.017,0.136,0.012,5.35E-04,0.03,0.045,0.005,0.029,0.034,0.018,0.008,0.129,5.45E-04,0.009,0.006
7.89E-01,0.262,0.023,0.011,6.58E-02,1.40E-03,4.63E-03,0.005,0.006,0.015,0.149,7.76E-04,1.26E-02,1.35E-03,0.027,0.006,0.002,2.45E-03,1.03E-03,0.017,0.017,7.10E-05,0.005,0.011,0.017,2.76E-03,0.011,4.92E-04,1.63E-03,0.005,0.019,9.05E-05,0.004,3.47E-04,2.21E-03,0.035,0.004,0.077,0.259,5.48E-03,1.54E-04,4.51E-03,0.094,1.07E-02,7.31E-04,0.02,0.017,0.135,0.012,5.34E-04,0.03,0.044,0.005,0.027,0.034,0.017,0.008,0.127,5.89E-04,0.009,0.006
7.90E-01,0.265,0.023,0.011,6.47E-02,1.33E-03,5.32E-03,0.005,0.006,0.015,0.147,7.52E-04,1.27E-02,1.19E-03,0.026,0.006,0.002,2.31E-03,1.06E-03,0.017,0.017,6.75E-05,0.005,0.011,0.017,2.63E-03,0.012,4.91E-04,1.59E-03,0.005,0.02,8.90E-05,0.004,3.48E-04,2.23E-03,0.035,0.004,0.077,0.263,5.51E-03,1.53E-04,4.50E-03,0.093,1.10E-02,7.49E-04,0.02,0.017,0.133,0.013,5.29E-04,0.031,0.043,0.005,0.025,0.033,0.016,0.009,0.125,6.52E-04,0.008,0.006
7.90E-01,0.267,0.024,0.011,6.32E-02,1.25E-03,6.12E-03,0.005,0.006,0.015,0.144,7.31E-04,1.27E-02,1.19E-03,0.026,0.006,0.002,2.16E-03,1.07E-03,0.017,0.017,7.00E-05,0.004,0.011,0.017,2.51E-03,0.012,4.96E-04,1.55E-03,0.005,0.021,8.91E-05,0.004,3.50E-04,2.24E-03,0.034,0.003,0.077,0.266,5.46E-03,1.52E-04,4.45E-03,0.092,1.13E-02,7.79E-04,0.02,0.017,0.131,0.013,5.27E-04,0.031,0.043,0.005,0.025,0.033,0.015,0.01,0.123,7.28E-04,0.008,0.006
7.91E-01,0.268,0.024,0.012,5.92E-02,1.18E-03,7.04E-03,0.005,0.006,0.014,0.142,7.19E-04,1.27E-02,1.06E-03,0.026,0.006,0.003,2.03E-03,1.07E-03,0.017,0.017,7.08E-05,0.004,0.011,0.017,2.41E-03,0.012,4.98E-04,1.53E-03,0.005,0.021,8.49E-05,0.004,3.48E-04,2.25E-03,0.034,0.003,0.078,0.268,5.58E-03,1.52E-04,4.43E-03,0.092,1.12E-02,7.71E-04,0.02,0.017,0.128,0.014,5.38E-04,0.031,0.042,0.005,0.025,0.032,0.015,0.011,0.121,8.20E-04,0.008,0.006
7.91E-01,0.268,0.024,0.012,5.36E-02,1.17E-03,8.07E-03,0.005,0.006,0.014,0.14,7.19E-04,1.27E-02,9.76E-04,0.026,0.006,0.003,1.94E-03,1.06E-03,0.017,0.018,6.81E-05,0.004,0.011,0.017,2.44E-03,0.012,4.94E-04,1.53E-03,0.006,0.021,8.66E-05,0.004,3.57E-04,2.24E-03,0.034,0.003,0.079,0.268,5.76E-03,1.44E-04,4.45E-03,0.092,1.12E-02,7.87E-04,0.02,0.017,0.124,0.014,5.94E-04,0.031,0.042,0.004,0.024,0.03,0.014,0.011,0.118,9.29E-04,0.008,0.006
7.91E-01,0.267,0.025,0.012,4.74E-02,1.12E-03,9.14E-03,0.006,0.005,0.014,0.138,7.18E-04,1.27E-02,9.48E-04,0.027,0.006,0.003,1.91E-03,1.05E-03,0.016,0.018,6.80E-05,0.004,0.011,0.017,2.43E-03,0.012,4.92E-04,1.50E-03,0.006,0.021,9.00E-05,0.004,3.53E-04,2.21E-03,0.034,0.003,0.08,0.267,5.93E-03,1.44E-04,4.44E-03,0.093,1.13E-02,8.01E-04,0.02,0.017,0.12,0.015,6.93E-04,0.031,0.041,0.004,0.023,0.027,0.014,0.012,0.115,1.04E-03,0.007,0.006
7.92E-01,0.265,0.025,0.012,4.19E-02,1.05E-03,1.02E-02,0.006,0.005,0.015,0.136,7.12E-04,1.27E-02,9.24E-04,0.027,0.006,0.003,1.90E-03,1.04E-03,0.017,0.018,6.83E-05,0.004,0.012,0.017,2.46E-03,0.011,4.91E-04,1.46E-03,0.006,0.021,9.05E-05,0.004,3.50E-04,2.16E-03,0.033,0.004,0.082,0.265,6.06E-03,1.49E-04,4.48E-03,0.094,1.15E-02,8.15E-04,0.02,0.017,0.114,0.015,8.00E-04,0.031,0.041,0.004,0.022,0.025,0.013,0.012,0.111,1.15E-03,0.007,0.006
7.92E-01,0.261,0.026,0.013,3.82E-02,1.03E-03,1.14E-02,0.006,0.005,0.015,0.134,7.00E-04,1.27E-02,7.53E-04,0.027,0.006,0.003,1.92E-03,1.04E-03,0.018,0.018,6.47E-05,0.004,0.012,0.017,2.49E-03,0.012,5.08E-04,1.39E-03,0.005,0.022,9.08E-05,0.004,3.60E-04,2.07E-03,0.033,0.004,0.085,0.261,6.14E-03,1.46E-04,4.49E-03,0.096,1.18E-02,8.29E-04,0.02,0.017,0.108,0.015,9.17E-04,0.032,0.041,0.004,0.02,0.024,0.013,0.012,0.108,1.26E-03,0.007,0.006
7.93E-01,0.254,0.026,0.013,3.68E-02,1.04E-03,1.26E-02,0.006,0.005,0.015,0.132,6.93E-04,1.27E-02,7.12E-04,0.026,0.006,0.003,1.92E-03,1.07E-03,0.019,0.018,6.32E-05,0.004,0.012,0.017,2.51E-03,0.014,5.48E-04,1.37E-03,0.006,0.022,8.88E-05,0.004,3.52E-04,1.96E-03,0.032,0.004,0.087,0.256,6.13E-03,1.45E-04,4.46E-03,0.099,1.20E-02,8.32E-04,0.02,0.017,0.102,0.015,1.02E-03,0.033,0.042,0.004,0.019,0.024,0.013,0.012,0.105,1.37E-03,0.007,0.005
7.93E-01,0.247,0.026,0.013,3.60E-02,1.07E-03,1.38E-02,0.006,0.005,0.015,0.129,6.94E-04,1.27E-02,6.02E-04,0.026,0.005,0.003,1.94E-03,1.06E-03,0.02,0.018,6.49E-05,0.004,0.013,0.017,2.48E-03,0.018,5.73E-04,1.38E-03,0.006,0.022,8.96E-05,0.005,3.40E-04,1.86E-03,0.032,0.004,0.088,0.25,6.09E-03,1.49E-04,4.46E-03,0.1,1.21E-02,7.97E-04,0.019,0.017,0.096,0.015,1.08E-03,0.034,0.042,0.004,0.017,0.023,0.012,0.012,0.101,1.48E-03,0.007,0.005
7.94E-01,0.238,0.027,0.014,3.35E-02,1.13E-03,1.50E-02,0.006,0.005,0.015,0.125,6.91E-04,1.27E-02,6.32E-04,0.025,0.005,0.003,1.99E-03,1.09E-03,0.021,0.018,6.25E-05,0.004,0.013,0.018,2.48E-03,0.023,5.79E-04,1.37E-03,0.006,0.021,8.90E-05,0.005,3.19E-04,1.82E-03,0.032,0.004,0.089,0.244,6.07E-03,1.51E-04,4.44E-03,0.101,1.22E-02,7.94E-04,0.019,0.016,0.09,0.015,1.09E-03,0.035,0.042,0.004,0.016,0.022,0.012,0.012,0.097,1.60E-03,0.007,0.006
7.94E-01,0.23,0.027,0.014,3.00E-02,1.14E-03,1.62E-02,0.006,0.004,0.015,0.121,6.89E-04,1.25E-02,6.31E-04,0.024,0.005,0.003,2.00E-03,1.11E-03,0.022,0.018,6.26E-05,0.004,0.013,0.018,2.49E-03,0.027,5.81E-04,1.33E-03,0.006,0.021,8.98E-05,0.005,3.13E-04,1.82E-03,0.031,0.004,0.09,0.237,6.05E-03,1.50E-04,4.45E-03,0.101,1.22E-02,8.03E-04,0.019,0.016,0.084,0.015,1.14E-03,0.035,0.043,0.004,0.016,0.02,0.012,0.011,0.094,1.71E-03,0.006,0.006
7.95E-01,0.221,0.028,0.014,2.62E-02,1.12E-03,1.74E-02,0.006,0.004,0.015,0.115,6.89E-04,1.23E-02,7.23E-04,0.024,0.005,0.003,1.99E-03,1.10E-03,0.022,0.018,6.42E-05,0.005,0.013,0.019,2.46E-03,0.028,5.78E-04,1.27E-03,0.006,0.021,8.88E-05,0.005,3.15E-04,1.82E-03,0.03,0.004,0.09,0.23,6.03E-03,1.47E-04,4.45E-03,0.1,1.24E-02,8.25E-04,0.019,0.016,0.079,0.015,1.19E-03,0.036,0.044,0.004,0.016,0.019,0.012,0.011,0.09,1.78E-03,0.006,0.006
7.95E-01,0.214,0.028,0.015,2.27E-02,1.16E-03,1.86E-02,0.006,0.004,0.015,0.111,6.76E-04,1.21E-02,7.88E-04,0.023,0.005,0.003,1.96E-03,1.08E-03,0.022,0.018,6.61E-05,0.005,0.013,0.019,2.46E-03,0.03,5.77E-04,1.20E-03,0.006,0.02,8.64E-05,0.005,3.12E-04,1.82E-03,0.03,0.004,0.09,0.222,6.01E-03,1.46E-04,4.41E-03,0.099,1.26E-02,8.21E-04,0.019,0.016,0.074,0.016,1.22E-03,0.036,0.044,0.004,0.016,0.017,0.012,0.011,0.087,1.83E-03,0.006,0.006
7.96E-01,0.207,0.028,0.015,1.99E-02,1.18E-03,1.98E-02,0.006,0.004,0.014,0.106,6.32E-04,1.19E-02,7.60E-04,0.024,0.005,0.003,1.96E-03,1.08E-03,0.022,0.018,6.42E-05,0.005,0.012,0.02,2.40E-03,0.036,5.83E-04,1.16E-03,0.006,0.02,7.80E-05,0.005,3.14E-04,1.82E-03,0.029,0.005,0.09,0.214,6.00E-03,1.43E-04,4.30E-03,0.098,1.27E-02,8.10E-04,0.019,0.015,0.069,0.016,1.25E-03,0.036,0.045,0.004,0.015,0.016,0.012,0.012,0.083,1.84E-03,0.006,0.006
7.96E-01,0.201,0.028,0.015,1.80E-02,1.19E-03,2.10E-02,0.007,0.004,0.014,0.103,5.83E-04,1.18E-02,7.61E-04,0.024,0.005,0.003,1.93E-03,1.08E-03,0.022,0.018,6.66E-05,0.005,0.012,0.02,2.30E-03,0.044,5.79E-04,1.16E-03,0.006,0.021,7.98E-05,0.005,3.24E-04,1.81E-03,0.028,0.005,0.09,0.206,6.04E-03,1.38E-04,4.31E-03,0.096,1.28E-02,7.69E-04,0.019,0.015,0.065,0.017,1.26E-03,0.037,0.046,0.004,0.014,0.015,0.012,0.012,0.08,1.84E-03,0.006,0.006
7.96E-01,0.195,0.029,0.015,1.71E-02,1.19E-03,2.22E-02,0.009,0.004,0.014,0.101,5.19E-04,1.18E-02,7.95E-04,0.025,0.005,0.003,1.90E-03,1.09E-03,0.021,0.018,6.85E-05,0.005,0.012,0.021,2.32E-03,0.052,5.71E-04,1.15E-03,0.006,0.021,7.75E-05,0.005,3.21E-04,1.78E-03,0.026,0.005,0.09,0.198,6.13E-03,1.34E-04,4.32E-03,0.095,1.28E-02,7.39E-04,0.02,0.015,0.061,0.017,1.26E-03,0.037,0.047,0.003,0.013,0.014,0.012,0.012,0.077,1.84E-03,0.006,0.006
7.97E-01,0.189,0.029,0.016,1.71E-02,1.15E-03,2.33E-02,0.011,0.004,0.014,0.099,4.46E-04,1.17E-02,8.45E-04,0.025,0.006,0.003,1.93E-03,1.10E-03,0.021,0.018,7.46E-05,0.005,0.012,0.021,2.39E-03,0.059,5.76E-04,1.12E-03,0.006,0.021,7.48E-05,0.005,3.34E-04,1.72E-03,0.025,0.005,0.09,0.19,6.26E-03,1.33E-04,4.24E-03,0.093,1.29E-02,7.36E-04,0.019,0.015,0.057,0.018,1.27E-03,0.038,0.047,0.003,0.012,0.014,0.012,0.013,0.074,1.82E-03,0.006,0.007
7.97E-01,0.181,0.029,0.016,1.64E-02,1.15E-03,2.45E-02,0.013,0.004,0.014,0.098,3.87E-04,1.17E-02,8.94E-04,0.025,0.006,0.003,1.97E-03,1.11E-03,0.02,0.018,7.54E-05,0.005,0.012,0.022,2.42E-03,0.063,5.83E-04,1.07E-03,0.006,0.02,7.80E-05,0.005,3.35E-04,1.64E-03,0.024,0.004,0.089,0.181,6.36E-03,1.33E-04,4.19E-03,0.091,1.30E-02,7.31E-04,0.019,0.015,0.055,0.018,1.31E-03,0.039,0.048,0.003,0.011,0.014,0.012,0.013,0.071,1.82E-03,0.006,0.007
7.98E-01,0.173,0.029,0.016,1.52E-02,1.15E-03,2.56E-02,0.015,0.004,0.013,0.096,3.58E-04,1.15E-02,9.12E-04,0.025,0.006,0.003,1.93E-03,1.14E-03,0.02,0.018,7.83E-05,0.005,0.011,0.022,2.40E-03,0.063,5.76E-04,1.03E-03,0.006,0.021,7.87E-05,0.005,3.32E-04,1.58E-03,0.023,0.004,0.089,0.173,6.36E-03,1.33E-04,4.17E-03,0.089,1.28E-02,7.39E-04,0.019,0.015,0.053,0.019,1.34E-03,0.039,0.049,0.003,0.01,0.014,0.012,0.014,0.069,1.82E-03,0.006,0.007
7.98E-01,0.165,0.029,0.016,1.37E-02,1.20E-03,2.66E-02,0.017,0.005,0.013,0.095,3.54E-04,1.13E-02,8.97E-04,0.025,0.006,0.004,2.00E-03,1.16E-03,0.021,0.018,7.81E-05,0.005,0.011,0.022,2.29E-03,0.066,5.66E-04,9.73E-04,0.006,0.021,7.67E-05,0.005,3.32E-04,1.55E-03,0.022,0.004,0.089,0.165,6.31E-03,1.42E-04,4.17E-03,0.089,1.24E-02,7.53E-04,0.019,0.014,0.051,0.019,1.35E-03,0.04,0.05,0.003,0.009,0.013,0.012,0.014,0.066,1.82E-03,0.006,0.007
7.99E-01,0.156,0.029,0.016,1.21E-02,1.25E-03,2.77E-02,0.018,0.005,0.013,0.095,3.51E-04,1.11E-02,9.00E-04,0.024,0.006,0.004,2.12E-03,1.15E-03,0.021,0.018,7.91E-05,0.005,0.011,0.023,2.24E-03,0.071,5.74E-04,9.49E-04,0.006,0.021,7.56E-05,0.005,3.37E-04,1.54E-03,0.022,0.004,0.089,0.158,6.25E-03,1.38E-04,4.19E-03,0.089,1.18E-02,7.64E-04,0.019,0.014,0.05,0.02,1.36E-03,0.04,0.051,0.003,0.008,0.013,0.012,0.014,0.064,1.81E-03,0.006,0.007
7.99E-01,0.149,0.029,0.016,1.06E-02,1.25E-03,2.87E-02,0.018,0.004,0.013,0.093,3.42E-04,1.09E-02,9.26E-04,0.024,0.006,0.004,2.31E-03,1.15E-03,0.021,0.018,7.98E-05,0.005,0.012,0.023,2.25E-03,0.078,5.85E-04,9.66E-04,0.006,0.021,7.53E-05,0.005,3.39E-04,1.49E-03,0.021,0.004,0.089,0.151,6.20E-03,1.38E-04,4.13E-03,0.089,1.13E-02,7.75E-04,0.019,0.014,0.05,0.02,1.36E-03,0.039,0.052,0.003,0.008,0.013,0.012,0.015,0.062,1.84E-03,0.006,0.008
8.00E-01,0.142,0.029,0.016,9.25E-03,1.24E-03,2.96E-02,0.018,0.004,0.013,0.089,3.53E-04,1.08E-02,9.85E-04,0.023,0.006,0.004,2.50E-03,1.15E-03,0.02,0.018,8.09E-05,0.005,0.012,0.023,2.30E-03,0.084,5.94E-04,9.33E-04,0.006,0.02,7.87E-05,0.005,3.44E-04,1.42E-03,0.02,0.004,0.089,0.145,6.20E-03,1.39E-04,4.06E-03,0.09,1.11E-02,7.98E-04,0.019,0.014,0.051,0.02,1.37E-03,0.039,0.053,0.003,0.007,0.012,0.012,0.015,0.06,1.88E-03,0.005,0.008
8.00E-01,0.137,0.029,0.016,8.25E-03,1.19E-03,3.06E-02,0.018,0.004,0.012,0.086,3.58E-04,1.08E-02,1.06E-03,0.023,0.005,0.004,2.63E-03,1.15E-03,0.02,0.018,8.22E-05,0.005,0.012,0.023,2.26E-03,0.089,5.95E-04,8.70E-04,0.006,0.019,7.87E-05,0.006,3.42E-04,1.35E-03,0.02,0.004,0.088,0.14,6.23E-03,1.40E-04,4.03E-03,0.09,1.11E-02,7.99E-04,0.019,0.014,0.051,0.021,1.38E-03,0.039,0.055,0.003,0.007,0.011,0.012,0.015,0.059,1.94E-03,0.005,0.008
8.01E-01,0.133,0.029,0.016,7.64E-03,1.17E-03,3.14E-02,0.018,0.004,0.012,0.084,3.43E-04,1.06E-02,1.12E-03,0.023,0.005,0.004,2.80E-03,1.15E-03,0.02,0.017,8.43E-05,0.005,0.012,0.023,2.17E-03,0.091,5.98E-04,7.91E-04,0.006,0.019,7.90E-05,0.006,3.42E-04,1.29E-03,0.02,0.005,0.087,0.136,6.31E-03,1.42E-04,3.99E-03,0.091,1.10E-02,8.13E-04,0.019,0.014,0.051,0.021,1.37E-03,0.038,0.056,0.003,0.007,0.01,0.011,0.015,0.057,2.00E-03,0.005,0.008
8.01E-01,0.131,0.029,0.016,7.41E-03,1.18E-03,3.23E-02,0.018,0.004,0.012,0.083,3.44E-04,1.03E-02,1.16E-03,0.023,0.005,0.004,2.96E-03,1.13E-03,0.021,0.017,8.44E-05,0.005,0.012,0.023,2.11E-03,0.091,6.14E-04,7.32E-04,0.006,0.018,7.70E-05,0.006,3.48E-04,1.27E-03,0.019,0.005,0.085,0.133,6.41E-03,1.44E-04,3.93E-03,0.091,1.07E-02,8.15E-04,0.019,0.014,0.051,0.021,1.36E-03,0.038,0.057,0.003,0.007,0.01,0.011,0.015,0.056,2.09E-03,0.005,0.008
8.01E-01,0.131,0.029,0.016,7.30E-03,1.17E-03,3.30E-02,0.018,0.004,0.012,0.083,3.74E-04,9.86E-03,1.16E-03,0.024,0.005,0.004,3.08E-03,1.12E-03,0.021,0.017,8.63E-05,0.005,0.012,0.024,2.11E-03,0.093,6.17E-04,7.17E-04,0.005,0.018,7.71E-05,0.006,3.44E-04,1.26E-03,0.019,0.005,0.084,0.13,6.47E-03,1.44E-04,3.85E-03,0.09,1.04E-02,8.59E-04,0.019,0.014,0.051,0.021,1.36E-03,0.038,0.058,0.003,0.008,0.009,0.011,0.015,0.055,2.24E-03,0.005,0.008
8.02E-01,0.131,0.029,0.015,6.96E-03,1.18E-03,3.37E-02,0.018,0.004,0.012,0.084,4.20E-04,9.31E-03,1.18E-03,0.024,0.005,0.004,3.14E-03,1.14E-03,0.023,0.017,8.74E-05,0.004,0.011,0.024,2.13E-03,0.096,6.19E-04,7.27E-04,0.005,0.019,7.62E-05,0.006,3.26E-04,1.26E-03,0.019,0.005,0.082,0.128,6.49E-03,1.43E-04,3.74E-03,0.09,1.01E-02,8.98E-04,0.019,0.014,0.05,0.021,1.36E-03,0.039,0.059,0.004,0.008,0.009,0.01,0.015,0.054,2.45E-03,0.004,0.008
8.02E-01,0.131,0.029,0.015,6.48E-03,1.19E-03,3.43E-02,0.018,0.004,0.012,0.084,4.56E-04,8.80E-03,1.23E-03,0.025,0.005,0.005,3.22E-03,1.17E-03,0.024,0.016,8.72E-05,0.004,0.011,0.024,2.16E-03,0.099,6.27E-04,7.36E-04,0.005,0.019,7.13E-05,0.006,3.54E-04,1.25E-03,0.019,0.006,0.08,0.127,6.46E-03,1.43E-04,3.58E-03,0.091,9.89E-03,9.34E-04,0.018,0.014,0.05,0.021,1.36E-03,0.039,0.059,0.004,0.008,0.009,0.01,0.015,0.053,2.70E-03,0.004,0.008
8.03E-01,0.132,0.029,0.015,5.95E-03,1.15E-03,3.48E-02,0.019,0.004,0.012,0.084,4.88E-04,8.54E-03,1.32E-03,0.024,0.005,0.005,3.40E-03,1.16E-03,0.025,0.016,8.68E-05,0.004,0.011,0.024,2.21E-03,0.102,6.20E-04,7.36E-04,0.006,0.019,7.09E-05,0.006,3.85E-04,1.24E-03,0.019,0.006,0.079,0.127,6.38E-03,1.41E-04,3.40E-03,0.092,9.79E-03,9.54E-04,0.018,0.014,0.049,0.021,1.33E-03,0.04,0.059,0.004,0.008,0.01,0.01,0.015,0.052,2.99E-03,0.004,0.008
8.03E-01,0.132,0.028,0.015,5.41E-03,1.09E-03,3.53E-02,0.019,0.004,0.011,0.083,5.02E-04,8.54E-03,1.44E-03,0.024,0.005,0.005,3.60E-03,1.17E-03,0.025,0.016,9.12E-05,0.004,0.011,0.024,2.20E-03,0.103,6.16E-04,7.13E-04,0.006,0.019,6.38E-05,0.006,3.88E-04,1.25E-03,0.019,0.005,0.077,0.127,6.24E-03,1.39E-04,3.23E-03,0.093,9.84E-03,9.52E-04,0.018,0.014,0.049,0.021,1.29E-03,0.04,0.06,0.005,0.008,0.01,0.01,0.015,0.052,3.30E-03,0.004,0.007
8.04E-01,0.132,0.028,0.015,4.90E-03,1.12E-03,3.58E-02,0.02,0.004,0.011,0.082,5.29E-04,8.33E-03,1.57E-03,0.024,0.005,0.006,3.77E-03,1.13E-03,0.025,0.016,9.68E-05,0.004,0.011,0.025,2.18E-03,0.104,6.22E-04,6.72E-04,0.006,0.019,6.44E-05,0.006,3.87E-04,1.24E-03,0.019,0.005,0.075,0.128,6.08E-03,1.42E-04,3.03E-03,0.093,1.00E-02,9.77E-04,0.018,0.014,0.048,0.021,1.22E-03,0.04,0.06,0.005,0.008,0.009,0.009,0.015,0.052,3.63E-03,0.004,0.007
8.04E-01,0.132,0.027,0.015,4.40E-03,1.17E-03,3.62E-02,0.02,0.004,0.011,0.08,5.43E-04,7.92E-03,1.68E-03,0.024,0.005,0.006,3.88E-03,1.12E-03,0.026,0.016,9.88E-05,0.004,0.011,0.025,2.18E-03,0.104,5.77E-04,6.31E-04,0.005,0.019,6.21E-05,0.006,3.85E-04,1.22E-03,0.019,0.005,0.073,0.129,5.94E-03,1.50E-04,2.76E-03,0.094,1.00E-02,1.01E-03,0.018,0.014,0.048,0.021,1.17E-03,0.039,0.06,0.005,0.008,0.009,0.009,0.015,0.052,3.96E-03,0.004,0.007
8.05E-01,0.13,0.027,0.014,3.93E-03,1.19E-03,3.66E-02,0.021,0.004,0.011,0.077,5.36E-04,7.37E-03,1.75E-03,0.024,0.005,0.006,3.89E-03,1.13E-03,0.025,0.016,9.64E-05,0.004,0.011,0.025,2.16E-03,0.105,5.42E-04,6.23E-04,0.005,0.019,6.31E-05,0.006,3.93E-04,1.19E-03,0.02,0.005,0.072,0.129,5.88E-03,1.59E-04,2.45E-03,0.094,9.92E-03,1.01E-03,0.017,0.014,0.048,0.021,1.17E-03,0.039,0.06,0.005,0.008,0.01,0.009,0.015,0.052,4.28E-03,0.004,0.007
8.05E-01,0.128,0.027,0.014,3.53E-03,1.21E-03,3.69E-02,0.022,0.004,0.011,0.074,5.35E-04,6.87E-03,1.75E-03,0.025,0.005,0.007,3.83E-03,1.18E-03,0.026,0.015,9.76E-05,0.004,0.011,0.024,2.17E-03,0.106,5.43E-04,6.15E-04,0.006,0.019,6.06E-05,0.006,3.92E-04,1.13E-03,0.02,0.005,0.07,0.128,5.89E-03,1.57E-04,2.19E-03,0.094,9.71E-03,1.03E-03,0.017,0.014,0.048,0.021,1.16E-03,0.04,0.06,0.006,0.008,0.01,0.008,0.016,0.052,4.57E-03,0.004,0.006
8.05E-01,0.126,0.026,0.014,3.21E-03,1.22E-03,3.72E-02,0.023,0.004,0.011,0.072,5.27E-04,6.41E-03,1.78E-03,0.024,0.005,0.007,3.76E-03,1.20E-03,0.025,0.015,9.97E-05,0.004,0.011,0.024,2.18E-03,0.107,4.98E-04,5.75E-04,0.006,0.019,5.92E-05,0.006,3.95E-04,1.05E-03,0.02,0.005,0.069,0.127,5.94E-03,1.54E-04,1.91E-03,0.093,9.48E-03,1.03E-03,0.017,0.014,0.048,0.021,1.13E-03,0.04,0.061,0.006,0.008,0.011,0.008,0.016,0.052,4.85E-03,0.005,0.006
8.06E-01,0.124,0.026,0.014,3.05E-03,1.21E-03,3.75E-02,0.024,0.004,0.011,0.071,5.25E-04,6.04E-03,1.84E-03,0.024,0.005,0.007,3.78E-03,1.15E-03,0.025,0.015,1.03E-04,0.005,0.011,0.024,2.14E-03,0.107,4.36E-04,5.19E-04,0.006,0.02,5.93E-05,0.007,4.02E-04,9.85E-04,0.021,0.005,0.068,0.125,5.88E-03,1.58E-04,1.67E-03,0.092,9.23E-03,1.04E-03,0.017,0.014,0.049,0.021,1.10E-03,0.041,0.061,0.006,0.008,0.011,0.008,0.016,0.052,5.10E-03,0.005,0.006
8.06E-01,0.123,0.026,0.014,3.06E-03,1.26E-03,3.77E-02,0.024,0.004,0.011,0.072,5.25E-04,5.83E-03,1.95E-03,0.025,0.005,0.007,3.74E-03,1.09E-03,0.025,0.015,1.05E-04,0.005,0.012,0.023,2.13E-03,0.107,3.98E-04,4.49E-04,0.006,0.021,5.91E-05,0.007,4.05E-04,9.46E-04,0.022,0.005,0.067,0.124,5.82E-03,1.59E-04,1.46E-03,0.091,9.08E-03,1.05E-03,0.017,0.014,0.05,0.021,1.11E-03,0.042,0.061,0.006,0.007,0.011,0.008,0.016,0.052,5.33E-03,0.005,0.006
8.07E-01,0.121,0.025,0.014,2.94E-03,1.30E-03,3.78E-02,0.024,0.004,0.011,0.072,5.23E-04,5.79E-03,2.05E-03,0.025,0.005,0.008,3.71E-03,1.11E-03,0.024,0.015,1.08E-04,0.005,0.012,0.023,2.08E-03,0.107,3.98E-04,4.05E-04,0.006,0.02,5.86E-05,0.007,3.99E-04,9.40E-04,0.022,0.005,0.066,0.122,5.75E-03,1.57E-04,1.28E-03,0.089,9.00E-03,1.05E-03,0.017,0.014,0.052,0.022,1.12E-03,0.042,0.061,0.006,0.007,0.011,0.008,0.015,0.052,5.52E-03,0.005,0.006
8.07E-01,0.119,0.025,0.015,2.66E-03,1.40E-03,3.79E-02,0.024,0.004,0.011,0.071,5.26E-04,5.51E-03,2.13E-03,0.024,0.005,0.008,3.71E-03,1.05E-03,0.024,0.015,1.05E-04,0.005,0.012,0.023,2.02E-03,0.108,3.98E-04,3.99E-04,0.006,0.02,5.93E-05,0.007,4.12E-04,9.09E-04,0.023,0.005,0.066,0.119,5.68E-03,1.60E-04,1.24E-03,0.086,8.92E-03,1.04E-03,0.016,0.014,0.053,0.022,1.10E-03,0.043,0.062,0.006,0.007,0.011,0.007,0.015,0.052,5.66E-03,0.005,0.006
8.08E-01,0.117,0.025,0.015,2.29E-03,1.48E-03,3.79E-02,0.024,0.004,0.011,0.071,5.28E-04,5.10E-03,2.18E-03,0.024,0.005,0.009,3.76E-03,9.54E-04,0.024,0.014,1.14E-04,0.005,0.012,0.022,2.00E-03,0.109,3.88E-04,3.78E-04,0.006,0.021,6.04E-05,0.007,3.87E-04,8.64E-04,0.024,0.005,0.066,0.117,5.60E-03,1.72E-04,1.19E-03,0.084,8.78E-03,1.03E-03,0.016,0.014,0.055,0.022,1.10E-03,0.044,0.062,0.006,0.007,0.012,0.007,0.015,0.051,5.76E-03,0.006,0.006
