,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5001,1.79,46.00,4.29,1.14,1153.00,4.09,33.99,-118.28,0.99
5002,2.67,52.00,5.34,1.11,1498.00,2.58,34.01,-118.32,1.28
5003,4.26,50.00,6.37,0.99,672.00,2.59,34.02,-118.32,1.94
5004,3.39,48.00,5.73,0.91,823.00,2.42,34.02,-118.32,1.90
5005,3.16,50.00,5.40,1.11,817.00,2.40,34.01,-118.32,1.58
5006,2.40,47.00,4.74,1.01,1079.00,2.93,34.01,-118.32,1.23
5007,4.26,46.00,5.96,0.97,968.00,2.60,34.02,-118.33,1.83
5008,3.77,47.00,4.54,0.89,653.00,2.24,34.01,-118.33,1.93
5009,3.50,42.00,4.91,0.91,869.00,2.09,34.02,-118.33,1.81
5010,2.49,44.00,4.76,1.08,1622.00,1.91,34.01,-118.32,1.66
5011,2.02,43.00,4.72,1.20,956.00,2.03,34.01,-118.33,1.88
5012,1.92,44.00,3.96,1.04,786.00,1.77,34.01,-118.33,1.89
5013,1.96,44.00,4.43,1.00,878.00,1.78,34.01,-118.33,1.81
5014,1.95,50.00,4.82,1.03,2300.00,3.41,34.00,-118.32,1.13
5015,2.46,50.00,4.67,0.98,1097.00,2.34,34.00,-118.32,1.21
5016,2.21,47.00,5.27,1.22,895.00,2.82,34.00,-118.33,1.22
5017,2.33,47.00,4.77,1.08,416.00,2.41,34.00,-118.33,1.33
5018,0.93,24.00,2.83,1.04,529.00,1.72,34.00,-118.33,1.52
5019,2.59,43.00,5.15,1.22,1074.00,2.73,33.99,-118.32,0.99
5020,1.98,49.00,4.97,0.95,889.00,3.14,33.99,-118.32,1.14
5021,2.85,44.00,5.27,1.06,1041.00,2.86,33.99,-118.33,1.27
5022,3.21,46.00,5.53,1.10,777.00,2.72,33.99,-118.33,1.50
5023,4.81,48.00,6.76,1.13,919.00,3.09,33.99,-118.34,1.71
5024,2.19,48.00,4.50,1.01,791.00,2.83,33.99,-118.32,1.15
5025,3.72,43.00,5.42,1.00,735.00,3.17,33.99,-118.32,1.09
5026,2.83,43.00,4.08,1.01,1598.00,2.93,33.99,-118.33,1.23
5027,3.17,46.00,3.99,1.06,662.00,2.17,33.99,-118.34,1.40
5028,2.18,47.00,4.37,0.97,574.00,2.65,33.98,-118.32,1.15
5029,3.23,40.00,5.09,1.09,791.00,3.10,33.98,-118.32,1.04
5030,1.97,47.00,4.96,1.08,864.00,2.81,33.98,-118.32,1.01
5031,3.08,46.00,5.13,1.08,921.00,2.93,33.98,-118.32,1.03
5032,1.88,28.00,3.72,1.15,3121.00,2.98,33.98,-118.33,1.14
5033,1.65,32.00,3.75,1.03,1472.00,3.09,33.98,-118.33,1.09
5034,1.85,38.00,4.25,1.10,2153.00,2.99,33.98,-118.33,1.49
5035,2.96,48.00,5.55,1.08,1170.00,2.92,33.99,-118.34,1.40
5036,2.93,46.00,5.14,0.99,1292.00,3.12,33.98,-118.34,1.49
5037,4.95,47.00,5.88,1.02,927.00,2.50,33.99,-118.35,1.80
5038,3.82,47.00,5.90,1.08,1082.00,2.54,33.98,-118.35,2.08
5039,1.68,34.00,3.28,1.09,250.00,2.07,33.99,-118.34,1.67
5040,2.24,44.00,4.67,1.01,861.00,2.78,33.98,-118.32,1.09
5041,3.51,52.00,6.37,1.15,795.00,2.85,33.97,-118.32,1.39
5042,1.71,49.00,4.31,1.02,901.00,2.75,33.98,-118.32,1.19
5043,1.65,30.00,3.70,1.11,2739.00,3.26,33.98,-118.33,1.19
5044,2.54,44.00,4.41,1.01,1423.00,2.48,33.97,-118.33,1.59
5045,4.16,47.00,4.85,0.98,922.00,2.45,33.97,-118.33,1.56
5046,3.86,46.00,4.64,0.99,1502.00,1.86,34.02,-118.36,1.96
5047,6.50,33.00,6.77,1.00,1214.00,2.62,34.01,-118.36,3.50
5048,4.40,33.00,5.92,1.13,900.00,2.36,34.02,-118.37,2.47
5049,4.31,31.00,4.44,1.06,819.00,1.92,34.02,-118.38,1.41
5050,0.87,11.00,3.72,0.93,625.00,1.86,34.02,-118.33,1.71
5051,2.56,35.00,3.99,1.05,655.00,1.92,34.01,-118.34,3.13
5052,1.79,37.00,4.50,1.16,1941.00,2.04,34.01,-118.34,1.06
5053,1.62,38.00,3.30,1.05,1407.00,2.00,34.01,-118.34,2.67
5054,4.04,44.00,6.23,1.00,608.00,2.48,34.02,-118.34,1.88
5055,1.76,34.00,3.84,1.04,2725.00,2.63,34.02,-118.35,1.68
5056,1.51,34.00,3.81,1.15,3538.00,2.58,34.02,-118.35,1.19
5057,1.46,27.00,3.51,1.12,2415.00,2.53,34.02,-118.35,0.88
5058,3.66,33.00,5.38,1.00,1585.00,2.63,34.01,-118.35,3.53
5059,3.55,35.00,5.04,0.98,1583.00,2.11,34.01,-118.35,3.32
5060,3.25,28.00,5.53,1.11,1162.00,2.08,34.00,-118.35,3.01
5061,1.88,35.00,3.66,0.98,1128.00,3.63,33.99,-118.28,1.00
5062,1.46,37.00,4.25,1.11,1673.00,3.61,33.99,-118.28,1.03
5063,2.56,39.00,4.15,1.00,857.00,3.63,33.99,-118.29,1.09
5064,1.05,41.00,4.28,1.12,1422.00,3.84,33.98,-118.29,1.08
5065,1.94,43.00,5.24,1.10,1153.00,3.18,33.99,-118.29,1.13
5066,1.17,44.00,5.15,1.15,1159.00,4.10,33.99,-118.30,0.98
5067,2.54,43.00,4.66,1.17,1231.00,3.74,33.99,-118.30,0.95
5068,1.96,44.00,4.98,1.21,902.00,2.81,33.98,-118.30,0.93
5069,1.84,45.00,3.98,1.06,1484.00,3.48,33.99,-118.30,0.91
5070,5.11,44.00,2.88,0.70,234.00,3.04,33.98,-118.31,1.12
5071,2.90,49.00,3.76,0.86,694.00,3.04,33.99,-118.31,1.08
5072,2.00,52.00,5.36,1.24,1062.00,3.10,33.98,-118.31,0.97
5073,3.60,52.00,5.45,1.12,900.00,3.05,33.98,-118.31,0.97
5074,1.83,50.00,4.84,1.11,1090.00,2.66,33.98,-118.31,1.07
5075,2.40,52.00,5.32,1.02,1043.00,2.81,33.98,-118.31,1.12
5076,2.21,49.00,5.06,1.13,1052.00,2.67,33.98,-118.32,1.20
5077,1.91,44.00,4.97,1.22,1348.00,2.96,33.98,-118.29,0.97
5078,3.44,48.00,5.04,1.04,783.00,3.51,33.98,-118.29,0.93
5079,2.94,52.00,4.95,1.14,986.00,3.56,33.98,-118.30,0.94
5080,1.66,48.00,4.98,1.10,1208.00,2.99,33.98,-118.30,0.96
5081,3.05,48.00,5.23,1.07,1176.00,3.08,33.98,-118.30,1.02
5082,2.94,44.00,4.53,0.99,811.00,2.96,33.98,-118.30,0.95
5083,1.35,42.00,3.91,1.06,2542.00,3.51,33.98,-118.29,1.00
5084,1.40,46.00,4.40,1.18,786.00,3.09,33.98,-118.29,1.10
5085,1.96,39.00,3.95,1.04,1332.00,4.02,33.98,-118.28,0.92
5086,2.24,47.00,3.99,0.89,782.00,3.60,33.98,-118.28,0.93
5087,0.93,45.00,4.71,1.14,1382.00,3.79,33.98,-118.28,0.92
5088,0.98,19.00,3.19,1.13,726.00,2.62,33.98,-118.28,1.21
5089,1.22,30.00,4.02,1.10,1207.00,4.18,33.98,-118.29,1.00
5090,1.69,31.00,3.80,0.96,1091.00,3.88,33.97,-118.28,1.03
5091,1.92,31.00,3.87,1.09,2063.00,3.96,33.97,-118.28,1.07
5092,1.38,35.00,4.06,1.12,1978.00,3.48,33.97,-118.28,1.00
5093,1.77,43.00,4.52,1.14,2133.00,3.63,33.97,-118.29,1.07
5094,3.38,46.00,4.69,1.04,1140.00,3.75,33.97,-118.30,0.99
5095,2.07,44.00,5.34,1.01,1074.00,3.77,33.97,-118.30,1.00
5096,2.63,42.00,4.97,1.05,567.00,2.98,33.97,-118.30,1.24
5097,2.12,50.00,5.51,1.10,1000.00,2.43,33.97,-118.30,1.19
5098,3.22,52.00,5.28,1.08,823.00,2.73,33.97,-118.31,1.24
5099,2.79,47.00,5.44,1.11,1156.00,3.04,33.97,-118.31,1.26
5100,3.73,52.00,5.66,0.96,819.00,2.84,33.97,-118.31,1.43
5101,3.09,48.00,4.94,1.01,819.00,2.63,33.97,-118.31,1.36
5102,2.74,41.00,5.41,1.14,751.00,3.00,33.94,-118.31,1.32
5103,3.14,50.00,5.87,1.04,892.00,2.84,33.95,-118.30,1.20
5104,3.27,43.00,5.33,1.05,1065.00,3.11,33.95,-118.31,1.31
5105,4.00,44.00,4.93,1.05,1095.00,3.47,33.95,-118.31,1.34
5106,4.83,44.00,6.06,1.05,1305.00,3.18,33.95,-118.31,1.50
5107,3.07,43.00,5.34,1.00,1132.00,2.87,33.94,-118.31,1.42
5108,1.75,43.00,4.24,1.14,1266.00,2.53,33.96,-118.31,1.21
5109,1.53,43.00,4.65,1.07,1316.00,2.85,33.96,-118.31,1.32
5110,3.46,46.00,5.27,0.95,870.00,2.72,33.96,-118.31,1.36
5111,4.06,48.00,5.96,1.05,1020.00,3.02,33.96,-118.31,1.39
5112,3.52,48.00,6.20,1.16,1319.00,2.61,33.97,-118.29,1.34
5113,1.49,36.00,4.67,1.13,902.00,2.45,33.96,-118.29,1.13
5114,2.83,43.00,4.58,1.01,1095.00,2.49,33.96,-118.30,1.10
5115,2.65,39.00,5.30,1.17,1524.00,2.88,33.96,-118.30,1.36
5116,1.23,41.00,3.34,0.97,1241.00,3.53,33.96,-118.28,0.98
5117,1.62,34.00,4.04,1.09,1913.00,3.72,33.96,-118.28,1.02
5118,1.67,34.00,3.88,1.12,2782.00,3.89,33.97,-118.28,0.99
5119,1.31,31.00,3.99,1.20,3707.00,3.68,33.96,-118.29,1.16
5120,3.97,47.00,5.74,1.13,1161.00,3.16,33.96,-118.30,1.17
5121,3.06,52.00,6.11,1.11,1167.00,2.83,33.96,-118.31,1.27
5122,4.49,47.00,4.68,0.95,1077.00,3.18,33.96,-118.31,1.40
5123,3.71,47.00,4.83,0.95,1134.00,2.73,33.96,-118.31,1.40
5124,1.55,30.00,3.85,1.00,1966.00,4.45,33.99,-118.26,0.98
5125,1.63,30.00,3.68,1.09,2028.00,3.79,33.98,-118.27,1.02
5126,1.51,38.00,4.90,1.09,1098.00,3.70,33.99,-118.28,1.04
5127,1.81,41.00,3.86,0.95,730.00,4.29,33.99,-118.27,1.02
5128,1.58,43.00,3.99,1.00,1100.00,3.54,33.98,-118.28,0.98
5129,1.30,45.00,3.95,0.99,1502.00,3.50,33.98,-118.27,0.99
5130,1.38,39.00,3.62,1.03,1933.00,3.39,33.98,-118.27,0.97
5131,2.13,44.00,4.29,1.14,2177.00,5.43,33.98,-118.27,0.93
5132,1.23,43.00,4.05,1.10,854.00,4.54,33.98,-118.26,0.98
5133,1.71,46.00,4.01,1.09,1120.00,3.47,33.97,-118.26,0.98
5134,1.96,44.00,4.22,1.04,1031.00,3.50,33.97,-118.26,0.96
5135,1.55,46.00,4.55,1.05,1100.00,3.29,33.97,-118.26,1.01
5136,1.60,46.00,4.34,1.00,880.00,3.52,33.97,-118.26,0.96
5137,1.64,45.00,4.22,1.01,1186.00,3.24,33.97,-118.27,0.97
5138,1.55,40.00,3.46,1.02,2464.00,3.91,33.97,-118.28,0.90
5139,2.08,39.00,4.08,1.09,2601.00,4.13,33.97,-118.27,1.01
5140,1.60,38.00,3.65,1.00,2110.00,4.23,33.97,-118.28,0.97
5141,1.02,38.00,3.35,1.01,1073.00,3.68,33.96,-118.27,0.86
5142,2.04,42.00,4.50,1.15,697.00,3.94,33.96,-118.27,0.93
5143,1.94,37.00,4.05,1.12,1640.00,3.67,33.96,-118.28,0.99
5144,1.46,47.00,4.20,1.05,1168.00,3.26,33.97,-118.26,0.94
5145,1.53,40.00,4.95,1.16,1222.00,4.10,33.96,-118.26,0.95
5146,1.58,39.00,3.84,0.99,902.00,2.76,33.96,-118.26,0.94
5147,1.53,52.00,3.68,0.96,1144.00,3.16,33.97,-118.26,0.91
5148,1.16,34.00,4.17,1.12,1310.00,3.73,33.97,-118.27,0.90
5149,0.55,38.00,4.25,1.02,999.00,3.77,33.96,-118.27,0.92
5150,1.65,34.00,4.08,1.08,1083.00,4.25,33.96,-118.27,0.91
5151,1.21,39.00,4.28,1.00,1154.00,3.23,33.95,-118.27,0.98
5152,1.69,38.00,3.91,0.98,1240.00,3.49,33.95,-118.26,0.95
5153,1.30,44.00,4.40,1.07,1088.00,3.16,33.95,-118.26,0.94
5154,1.72,39.00,4.27,1.04,1256.00,3.48,33.96,-118.26,1.00
5155,1.40,37.00,4.64,1.09,1243.00,3.55,33.96,-118.26,0.90
5156,1.77,42.00,4.15,1.03,1581.00,4.09,33.96,-118.28,0.97
5157,2.14,40.00,3.90,1.03,2150.00,4.10,33.95,-118.28,0.95
5158,1.62,42.00,4.82,1.22,1167.00,4.67,33.96,-118.28,1.01
5159,1.85,39.00,4.67,1.17,697.00,3.69,33.96,-118.28,0.99
5160,1.53,23.00,3.31,1.02,2048.00,3.41,33.96,-118.28,0.91
5161,2.09,35.00,4.28,1.11,1357.00,4.15,33.95,-118.29,0.99
5162,1.60,32.00,3.47,0.99,842.00,4.05,33.95,-118.29,0.90
5163,1.53,39.00,3.65,1.11,1463.00,3.99,33.96,-118.29,1.11
5164,1.97,40.00,4.48,1.11,2357.00,3.76,33.95,-118.29,1.02
5165,1.97,39.00,4.14,1.04,1468.00,3.57,33.95,-118.29,0.93
5166,2.79,43.00,4.77,1.16,840.00,3.33,33.94,-118.28,1.06
5167,2.34,34.00,3.46,0.88,995.00,3.16,33.94,-118.29,1.08
5168,1.50,35.00,4.23,1.01,1753.00,3.58,33.95,-118.27,0.94
5169,1.88,43.00,3.87,0.97,1074.00,3.59,33.95,-118.27,0.95
5170,1.53,30.00,3.86,1.02,877.00,3.25,33.94,-118.27,0.92
5171,1.57,38.00,3.93,1.26,679.00,4.19,33.94,-118.28,0.90
5172,1.41,41.00,4.35,1.08,707.00,3.68,33.95,-118.28,0.86
5173,1.88,40.00,3.96,0.96,818.00,3.47,33.95,-118.27,1.01
5174,2.34,34.00,4.47,1.12,902.00,4.08,33.95,-118.27,0.98
5175,2.30,34.00,4.16,1.04,1027.00,3.39,33.95,-118.27,0.89
5176,2.31,29.00,4.90,1.09,1056.00,3.28,33.95,-118.27,0.99
5177,1.04,35.00,5.15,1.19,1086.00,3.98,33.95,-118.25,0.90
5178,2.25,45.00,4.56,0.92,850.00,3.59,33.94,-118.26,0.93
5179,1.64,44.00,4.44,0.95,1296.00,3.25,33.95,-118.26,0.97
5180,1.52,44.00,4.70,1.04,999.00,3.17,33.95,-118.26,0.95
5181,1.69,44.00,4.47,1.07,760.00,3.08,33.94,-118.26,1.00
5182,1.63,37.00,3.67,0.99,1092.00,4.00,33.94,-118.25,0.95
5183,1.65,41.00,3.88,1.05,1408.00,3.62,33.94,-118.26,0.94
5184,1.59,38.00,4.61,1.12,1080.00,3.79,33.94,-118.27,0.90
5185,2.00,44.00,4.76,1.08,716.00,4.29,33.94,-118.26,0.90
5186,1.49,35.00,3.85,0.99,1587.00,3.91,33.93,-118.26,0.93
5187,2.65,41.00,4.71,1.12,466.00,3.85,33.93,-118.27,0.91
5188,2.08,34.00,4.22,0.97,661.00,3.87,33.94,-118.27,0.92
5189,1.67,37.00,5.47,1.24,842.00,4.73,33.94,-118.27,0.95
5190,1.82,36.00,4.23,1.06,1247.00,3.59,33.93,-118.27,0.93
5191,1.53,36.00,4.90,1.10,702.00,3.12,33.93,-118.26,0.95
5192,1.13,42.00,4.89,1.01,775.00,2.65,33.93,-118.26,1.05
5193,2.50,42.00,4.98,1.11,526.00,3.99,33.93,-118.25,1.10
5194,1.80,40.00,4.22,0.96,705.00,2.77,33.92,-118.26,0.99
5195,1.73,36.00,4.52,1.07,1147.00,3.54,33.92,-118.27,0.89
5196,1.66,43.00,3.85,1.01,1182.00,3.48,33.94,-118.27,0.89
5197,1.45,30.00,4.87,1.10,1406.00,3.88,33.94,-118.27,0.93
5198,1.15,39.00,4.12,1.11,1901.00,3.77,33.94,-118.27,0.97
5199,1.43,21.00,3.06,1.00,1283.00,4.63,33.93,-118.28,0.94
5200,1.11,32.00,3.90,1.06,1268.00,3.58,33.94,-118.28,0.94
5201,0.90,9.00,4.00,1.14,438.00,3.84,33.94,-118.28,0.81
5202,3.08,44.00,4.59,0.95,1197.00,3.37,33.94,-118.28,1.00
5203,2.52,42.00,4.42,1.07,1503.00,3.50,33.93,-118.28,0.97
5204,3.38,43.00,5.74,1.08,1051.00,2.99,33.93,-118.29,1.30
5205,2.54,47.00,5.42,1.03,1003.00,3.05,33.94,-118.29,1.06
5206,2.03,41.00,4.14,1.14,913.00,4.04,33.93,-118.28,1.23
5207,2.88,40.00,4.47,1.07,1616.00,3.73,33.92,-118.29,1.20
5208,2.28,41.00,5.33,1.18,605.00,3.60,33.93,-118.29,1.28
5209,1.21,38.00,4.41,1.06,1657.00,3.53,33.93,-118.27,0.88
5210,1.51,39.00,4.60,1.02,975.00,3.52,33.92,-118.28,0.90
5211,2.30,43.00,3.41,0.94,295.00,3.73,33.93,-118.28,0.91
5212,3.58,45.00,4.41,0.93,448.00,3.73,33.93,-118.28,0.91
5213,0.50,52.00,2.60,0.73,74.00,1.64,33.93,-118.28,0.91
5214,2.33,44.00,4.69,1.00,940.00,3.01,33.94,-118.25,1.00
5215,1.14,43.00,3.33,1.13,1305.00,3.91,33.94,-118.25,0.91
5216,0.85,43.00,3.43,1.02,736.00,3.19,33.94,-118.25,0.90
5217,0.68,37.00,3.91,0.98,2865.00,4.20,33.95,-118.23,0.88
5218,1.35,40.00,4.17,0.98,1210.00,4.23,33.95,-118.24,0.90
5219,1.48,37.00,4.42,1.00,653.00,4.44,33.95,-118.24,0.98
5220,1.25,36.00,4.57,1.07,1938.00,3.82,33.95,-118.24,0.97
5221,0.97,21.00,4.07,1.10,1167.00,3.77,33.95,-118.24,1.08
5222,1.54,28.00,4.49,1.21,1799.00,3.78,33.95,-118.25,0.96
5223,1.65,37.00,4.50,1.28,390.00,3.98,33.95,-118.24,0.90
5224,1.14,25.00,3.47,0.91,801.00,3.64,33.95,-118.25,1.00
5225,0.99,40.00,3.61,1.00,1068.00,3.96,33.93,-118.25,0.88
5226,0.93,36.00,3.68,1.10,2664.00,3.99,33.93,-118.25,1.00
5227,1.14,42.00,3.59,1.02,899.00,3.94,33.93,-118.25,0.85
5228,2.00,37.00,3.73,1.03,1040.00,4.46,33.94,-118.24,0.84
5229,2.08,34.00,5.53,1.25,673.00,4.67,33.94,-118.24,0.88
5230,1.51,37.00,4.14,1.04,824.00,3.32,33.93,-118.24,0.86
5231,1.06,32.00,3.56,0.92,861.00,3.93,33.93,-118.24,0.90
5232,0.97,42.00,3.80,1.06,411.00,4.11,33.94,-118.24,0.90
5233,1.72,39.00,4.59,1.03,1211.00,4.57,33.94,-118.24,0.96
5234,2.02,39.00,4.88,1.10,1313.00,5.61,33.94,-118.23,0.90
5235,2.16,35.00,4.14,1.02,1339.00,5.09,33.94,-118.23,0.98
5236,2.33,36.00,3.68,1.02,1417.00,4.69,33.94,-118.23,0.92
5237,1.27,30.00,4.61,1.03,1071.00,5.25,33.94,-118.24,0.92
5238,1.30,36.00,4.25,1.04,487.00,4.13,33.93,-118.23,0.87
5239,0.85,39.00,3.86,0.99,2015.00,3.77,33.93,-118.23,1.05
5240,0.90,32.00,4.20,1.12,992.00,3.92,33.93,-118.24,0.89
5241,8.28,29.00,6.72,1.05,2184.00,2.28,34.12,-118.39,5.00
5242,15.00,32.00,8.00,1.08,1567.00,2.25,34.11,-118.40,5.00
5243,12.38,27.00,7.74,1.12,654.00,2.42,34.12,-118.42,5.00
5244,12.73,27.00,7.99,1.07,3511.00,2.60,34.11,-118.43,5.00
5245,7.98,27.00,8.19,1.02,497.00,2.52,34.09,-118.43,5.00
5246,9.75,20.00,7.10,1.07,3731.00,2.47,34.12,-118.45,5.00
5247,15.00,36.00,9.37,1.17,862.00,2.58,34.09,-118.44,5.00
5248,15.00,46.00,8.37,0.97,238.00,2.56,34.08,-118.43,5.00
5249,7.16,52.00,10.35,1.21,384.00,2.65,34.08,-118.45,5.00
5250,11.84,31.00,8.39,1.06,2092.00,2.63,34.10,-118.45,5.00
5251,7.84,35.00,6.71,1.09,1065.00,2.20,34.08,-118.46,5.00
5252,11.20,32.00,7.27,1.03,2768.00,2.50,34.10,-118.47,5.00
5253,13.29,27.00,7.61,1.01,2336.00,2.69,34.11,-118.49,5.00
5254,10.79,29.00,7.47,1.22,1500.00,2.35,34.07,-118.48,5.00
5255,8.52,40.00,6.41,0.93,1564.00,2.99,34.07,-118.48,5.00
5256,12.87,37.00,7.46,1.01,1318.00,2.43,34.07,-118.48,5.00
5257,15.00,42.00,9.23,1.16,829.00,2.67,34.06,-118.49,5.00
5258,13.57,36.00,8.32,1.04,1054.00,2.99,34.07,-118.49,5.00
5259,13.95,29.00,8.50,1.05,2919.00,2.75,34.11,-118.51,5.00
5260,15.00,39.00,9.29,1.02,414.00,2.59,34.05,-118.50,5.00
5261,8.19,37.00,7.24,1.10,1925.00,2.54,34.09,-118.53,5.00
5262,4.83,45.00,5.83,1.05,709.00,2.28,34.05,-118.52,5.00
5263,6.52,47.00,5.84,0.93,819.00,2.41,34.04,-118.52,5.00
5264,11.29,14.00,7.27,1.04,2926.00,2.67,34.09,-118.57,5.00
5265,8.57,33.00,6.44,1.04,2540.00,2.41,34.05,-118.54,5.00
5266,8.86,41.00,6.12,0.99,617.00,2.55,34.04,-118.55,5.00
5267,8.29,34.00,7.01,1.15,662.00,2.21,34.03,-118.56,5.00
5268,7.30,24.00,7.18,1.07,761.00,2.34,34.06,-118.56,5.00
5269,11.42,21.00,7.14,1.00,1493.00,2.84,34.06,-118.54,5.00
5270,6.03,35.00,5.26,1.08,3646.00,2.12,34.03,-118.55,5.00
5271,10.81,42.00,7.41,0.97,368.00,2.75,34.04,-118.52,5.00
5272,13.68,43.00,8.47,0.99,761.00,2.97,34.04,-118.52,5.00
5273,9.11,45.00,6.56,1.01,735.00,2.82,34.04,-118.53,5.00
5274,7.03,40.00,6.54,1.15,1551.00,2.33,34.03,-118.53,5.00
5275,15.00,36.00,7.55,0.99,1461.00,2.66,34.05,-118.50,5.00
5276,7.91,39.00,6.35,1.11,928.00,2.26,33.99,-118.55,5.00
5277,10.19,38.00,7.40,1.09,1660.00,2.61,34.04,-118.51,5.00
5278,7.65,45.00,7.43,1.11,419.00,2.45,34.06,-118.47,5.00
5279,9.47,45.00,7.59,1.09,916.00,2.30,34.06,-118.47,5.00
5280,9.52,48.00,7.02,1.02,1282.00,2.48,34.05,-118.48,5.00
5281,15.00,42.00,8.56,0.96,632.00,2.82,34.05,-118.49,5.00
5282,4.80,26.00,3.98,1.08,2937.00,1.78,34.06,-118.47,5.00
5283,4.26,20.00,3.78,1.06,2202.00,1.53,34.06,-118.46,5.00
5284,3.59,25.00,4.06,1.08,1229.00,1.85,34.05,-118.47,5.00
5285,3.77,25.00,4.01,1.13,1719.00,1.69,34.05,-118.46,3.38
5286,4.62,21.00,3.70,1.02,1489.00,1.52,34.05,-118.46,3.88
5287,4.70,22.00,4.65,1.06,2048.00,1.83,34.05,-118.47,5.00
5288,4.18,27.00,4.58,1.07,1725.00,1.79,34.05,-118.47,5.00
5289,6.75,36.00,5.41,1.10,751.00,1.90,34.05,-118.48,5.00
5290,7.03,45.00,6.44,1.02,415.00,1.99,34.05,-118.49,5.00
5291,15.00,46.00,9.20,0.97,410.00,2.70,34.08,-118.42,5.00
5292,10.35,34.00,7.30,1.10,949.00,2.16,34.07,-118.43,5.00
5293,7.74,38.00,5.48,1.11,1251.00,2.11,34.07,-118.43,5.00
5294,7.17,26.00,5.31,1.12,1322.00,1.99,34.07,-118.44,5.00
5295,8.96,35.00,6.67,1.12,1257.00,4.25,34.07,-118.44,5.00
5296,5.50,28.00,4.51,1.11,1763.00,2.03,34.06,-118.44,5.00
5297,2.05,21.00,3.26,1.17,965.00,4.31,34.07,-118.44,3.50
5298,2.29,14.00,2.44,1.37,282.00,1.32,34.06,-118.44,5.00
5299,1.31,13.00,3.42,1.16,3806.00,3.04,34.07,-118.45,3.50
5300,1.58,19.00,3.15,1.05,3751.00,2.44,34.07,-118.45,3.50
5301,2.24,20.00,2.98,1.12,2667.00,2.36,34.06,-118.45,5.00
5302,7.07,46.00,5.76,0.95,482.00,2.13,34.06,-118.46,5.00
5303,6.77,43.00,6.17,1.12,808.00,1.99,34.07,-118.46,5.00
5304,14.29,49.00,7.60,0.95,850.00,2.67,34.07,-118.46,5.00
5305,9.22,42.00,6.19,1.11,913.00,2.21,34.07,-118.46,5.00
5306,3.26,9.00,3.52,1.17,2609.00,1.80,34.06,-118.44,5.00
5307,4.47,18.00,4.61,1.15,1886.00,1.82,34.05,-118.44,5.00
5308,4.71,32.00,4.51,1.04,798.00,1.91,34.05,-118.44,5.00
5309,5.71,15.00,4.36,1.07,2269.00,1.84,34.05,-118.44,3.17
5310,7.27,11.00,6.88,1.38,911.00,1.97,34.06,-118.43,5.00
5311,5.38,41.00,5.48,1.00,601.00,2.25,34.06,-118.43,5.00
5312,5.26,22.00,4.83,1.22,1581.00,1.80,34.05,-118.43,5.00
5313,6.24,13.00,5.99,1.39,1649.00,2.04,34.06,-118.44,5.00
5314,6.15,40.00,5.47,1.05,1077.00,2.01,34.06,-118.42,5.00
5315,7.42,31.00,4.81,1.04,523.00,1.91,34.06,-118.43,5.00
5316,4.19,38.00,5.21,1.16,1122.00,1.96,34.06,-118.43,5.00
5317,5.20,20.00,4.94,1.09,1675.00,1.80,34.06,-118.43,5.00
5318,10.81,44.00,5.50,0.93,291.00,3.00,34.06,-118.42,5.00
5319,6.87,52.00,5.86,1.04,640.00,1.99,34.06,-118.42,5.00
5320,4.83,38.00,5.22,1.20,1698.00,1.81,34.05,-118.42,5.00
5321,6.71,52.00,5.55,0.95,727.00,2.38,34.05,-118.43,5.00
5322,3.97,24.00,4.29,1.06,1613.00,1.81,34.05,-118.43,4.77
5323,4.11,20.00,4.16,1.08,2492.00,1.74,34.05,-118.44,3.05
5324,4.86,22.00,5.02,1.10,1588.00,2.01,34.05,-118.44,5.00
5325,5.86,52.00,5.89,1.06,962.00,2.34,34.04,-118.43,4.95
5326,2.19,28.00,1.97,0.98,936.00,2.31,34.05,-118.45,1.81
5327,3.67,22.00,3.53,1.11,1848.00,1.97,34.04,-118.45,2.83
5328,2.77,23.00,3.04,1.06,2031.00,1.64,34.04,-118.45,2.78
5329,2.65,25.00,3.74,1.16,3136.00,1.70,34.05,-118.46,4.10
5330,3.76,23.00,3.37,1.06,2103.00,1.73,34.05,-118.45,2.75
5331,3.27,19.00,3.61,1.06,1820.00,1.86,34.04,-118.46,3.38
5332,3.53,21.00,3.55,1.05,2719.00,1.92,34.04,-118.47,2.69
5333,3.02,19.00,3.64,1.10,1837.00,2.01,34.04,-118.45,3.94
5334,3.01,25.00,3.06,1.03,1390.00,1.99,34.04,-118.46,3.25
5335,3.70,25.00,3.53,1.08,1558.00,1.99,34.04,-118.46,3.60
5336,3.12,17.00,3.60,1.18,1404.00,1.85,34.04,-118.46,4.21
5337,3.29,31.00,3.90,1.05,1632.00,2.43,34.04,-118.46,3.48
5338,3.95,21.00,4.75,1.09,1435.00,2.42,34.04,-118.45,3.60
5339,2.65,45.00,4.15,0.96,520.00,2.97,34.03,-118.45,3.00
5340,3.78,39.00,4.57,1.11,931.00,2.57,34.03,-118.45,3.36
5341,2.19,49.00,4.57,1.00,14.00,2.00,34.04,-118.44,2.25
5342,0.54,16.00,4.50,1.50,3.00,0.75,34.04,-118.44,3.50
5343,3.07,31.00,4.23,1.05,1535.00,2.43,34.04,-118.44,3.48
